Título,Resumo,Ano,Link,Fonte,Categoria_Ancora,Ancoras_Mencionadas,Categoria_Tecnica,Termos_Tecnicos,Score_Elite
Secure Pay - Blockchain based UPI Payment System,"<jats:p>Due to the popularity of the digital payment system, there has been an increase in the need to adopt frameworks of
secure and reliable transaction systems, especially in Unified Payments Interface (UPI) systems. This paper will overcome the
issue of security, transparency, and trust by offering a Blockchain-Based UPI Payment System, a decentralized system that will
provide security to financial transactions and user data. The proposed system provides blockchain technology which guarantees
integrity of the data and prevents unauthorised modifications because it stores the UPI transactions inadecentralized form andin
animmutable way. Smart contracts are also used to automate the procedure of validating and processing transactions and reduce
the required number of intermediaries. In the proposed system, cryptography techniques are merged to enhance authenticity,
confidentiality and security of the system against fraud. The system that is proposed will enable the real-time tracking of
transactions without the impact of user privacy. The transactions can also be traced with the system and this will assist in
detection of suspicious transactions at an early stage. Overall, theUPI system based on blockchain is a safe, open, and reliable
digital payment system that may be appliedin the modern financial landscape.</jats:p>",0,https://doi.org/10.22214/ijraset.2026.81301,Crossref,Pagamentos_Instantaneos_Varejo,UPI payment,Governanca_e_Ciclo_de_Vida,,0.0
A STUDY ON CONSUMER PERCEPTION TOWARDS THE UPI PAYMENT SYSTEM IN TIRUCHIRAPPALLI DISTRICT,,0,https://doi.org/10.34218/ijm_16_04_008,Crossref,Pagamentos_Instantaneos_Varejo,UPI payment,Governanca_e_Ciclo_de_Vida,,0.0
The SEPA Payment Account Access scheme is driving ‘open banking’ in the EU beyond the revised Payments Services Directive,"<jats:p xml:lang=""en"">This paper presents the SEPA Payment Account Access (SPAA) scheme, exploring its origins, associated benefits and challenges as well as the related regulatory context. The SPAA scheme covers the set of rules, practices and standards that allow for premium, value-added open banking services beyond the regulatory requirements. The revised Payment Services Directive (PSD2) describes the legal framework for open banking in Europe. It obliges account servicing payment service providers to provide — free of charge — dedicated interfaces to allow regulated third parties to access an account holder’s payment account with consent of the account holder. With this access, third parties are permitted to provide ‘basic’ open banking services regulated under PSD2. Not long after PSD2 was implemented, the Euro Retail Payments Board started exploring the possibilities for a potential SEPA application programming interface (API) access scheme for premium, valueadded services beyond PSD2. This resulted in several recommendations and a formal invitation to the European Payments Council (EPC), which subsequently developed the SPAA scheme. The SPAA scheme enables ‘premium’ payment services beyond the regulatory requirements of PSD2 and supports a wide variety of payments use cases, including online and in-store. It aims to drive open banking in the European Union (EU) in a way that unlocks and creates value while allowing for a fair distribution of value and risk between participants. SPAA is a pan-European scheme that underpins the EU’s objective of payments sovereignty, is supported by the relevant EU institutions and developed collaboratively in a multi-stakeholder setup by the retail payments industry. In addition to the SPAA scheme rulebook, a default asset remuneration model based on a cost calculation methodology has been developed to support the scheme. The SPAA scheme has the potential to further drive payments innovation and could be regarded as a stepping-stone towards open finance beyond payments as well as ‘open data’ beyond finance.</jats:p>",0,https://doi.org/10.69554/askg9092,Crossref,Liquidacao_Interbancaria,SEPA payment,Coringa_Comparativo,framework,0.0
Using Service Provider Connections to Model Operational Payment Networks,"<jats:p>This paper uses data on bank connections with service providers to construct a representation of an operational network used to facilitate the sending of Fedwire transactions. Our data contains 227 connections between 215 banks (mostly community banks, but also some large banks) and four unique payment products used by the firms to send and receive Fedwire transactions. By constructing such an operational network between banks and payment providers, we can perform multiple analyses that are useful in operational resilience considerations. First, we use the mean daily Fedwire volume for each bank to create a dollar estimate of the ""operational risk exposure"" associated with each service platform based on its bank clients. Second, we examine how these bank payment risk exposure estimates compare with other, publicly available benchmarks, since payment data are usually confidential. Last, we use the network model to conduct analysis on network concentration, which provides an example of how such networks could be used in analyzing the likely impact of operational outages. Our results indicate that data on service provider connections such as that we analyze can provide important insights into the extent to which payment network resilience mitigates risk to the financial sector. Our results also indicate that several publicly available benchmarks can serve as substitutes (with certain caveats) for payments data in estimating payment risk exposure.</jats:p>",0,https://doi.org/10.17016/2380-7172.3515,Crossref,Liquidacao_Interbancaria,Fedwire,Governanca_e_Ciclo_de_Vida,operational resilience,0.0
Financial Statement of Visa and Master Card - Analyze the Concept,"<jats:p>This paper tests the current economic energy of Authorization and Mastercard, two important players in the fees manufacturing. It assesses their appropriateness, growth, influence, and competitive position from 2019 to 2021. Current verdicts signify that Visa resumes to have a slight creep in agreements of size and worth, but is facing a growing causing trouble opponent in Mastercard as the contest landscape progresses. </jats:p>",0,https://doi.org/10.59670/ml.v20i9.9215,Crossref,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,,0.0
Financial Statement of Visa and Master Card - Analyze the Concept,"<jats:p>This paper tests the current economic energy of Authorization and Mastercard, two important players in the fees manufacturing. It assesses their appropriateness, growth, influence, and competitive position from 2019 to 2021. Current verdicts signify that Visa resumes to have a slight creep in agreements of size and worth, but is facing a growing causing trouble opponent in Mastercard as the contest landscape progresses. </jats:p>",0,https://doi.org/10.59670/ml.v21i5.8690,Crossref,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,,0.0
Mastercard plans to get rid of credit card numbers. We could be heading towards the end of cards,,0,https://doi.org/10.64628/aa.pqwhxjmtu,Crossref,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,,0.0
Principles of Successful Pre-Arbitration Disputes in International Payment Systems (Visa and Mastercard),"<jats:p>In the context of the globalization of e-commerce, effective management of customer disputes (chargebacks) has become a critically important factor for the financial stability of merchants. This article presents a comprehensive analysis of pre-arbitration dispute resolution procedures in the leading international payment systems—Visa and Mastercard. The study examines in detail the dispute lifecycle, the roles of key participants, and the regulatory framework of the process. A comparative analysis is conducted of the structural and philosophical differences in the approaches of Visa (Visa Claims Resolution system) and Mastercard (Mastercom platform), highlighting their impact on merchant strategy. Based on an examination of operational regulations and practical case studies, four fundamental principles of successful pre-arbitration resolution are formulated: proactive prevention and data integrity, procedural expertise and time discipline, strategic evidence management, and economic rationality. The article will be useful for practitioners, legal professionals, and managers responsible for risk management and revenue protection in the field of e-commerce.</jats:p>",0,https://doi.org/10.37547/tajmei/volume08issue04-01,Crossref,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,"comparative analysis, framework",0.0
"COMPARATIVE ANALYSIS OF DIGITAL PAYMENT PLATFORMS AND E-COMMERCE GIANTS: A FIVE-YEAR PERFORMANCE AND STRATEGIC DEVELOPMENT STUDY OF VISA, MASTERCARD, AMAZON, AND EBAY",,0,https://doi.org/10.2139/ssrn.5050048,Crossref,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,comparative analysis,0.0
"COMPARATIVE ANALYSIS OF DIGITAL PAYMENT PLATFORMS AND E-COMMERCE GIANTS: A FIVE-YEAR PERFORMANCE AND STRATEGIC DEVELOPMENT STUDY OF VISA, MASTERCARD, AMAZON, AND EBAY","<jats:p>This study conducts a comprehensive comparative analysis of Visa, Mastercard, Amazon, and eBay, focusing on their financial performance, strategic initiatives, and market expansion over a recent five-year period. The research utilizes annual reports and market data to examine the companies' operational efficiencies and strategic trajectories. The findings reveal Visa and Mastercard's robust financial health, characterized by high operating profit margins, signifying their dominance in the digital payments sector. Amazon's vast revenue yet lower profit margins suggest a deliberate reinvestment strategy for market growth, while eBay shows consistent stability in the e-commerce market. The interplay among these entities underscores a dynamic digital economy where strategic partnerships and competitive innovation are crucial. The study's insights are instrumental for stakeholders, providing a nuanced understanding of how these significant players shape and adapt to the digital marketplace, with broader implications for future research on the role of digital transformation in commerce and finance.</jats:p>",0,https://doi.org/10.62304/jieet.v3i01.76,Crossref,Redes_de_Cartoes,Mastercard,Coringa_Comparativo,comparative analysis,0.0
"Performance Insights of Leading Card Issuers: An Analysis of Accounting Practices, Financial Metrics, and Corporate Responsibility Amid Economic Disruption","<jats:p>This study provides a comparative analysis of the financial performance, operational efficiency, and sustainability practices of three leading payment card companies. The analysis spans the pre-COVID growth phase, the economic turmoil of 2020, and the recovery that followed in the post-pandemic period. The findings reveal that Visa and Mastercard, with their transaction-based, asset-light models, demonstrated superior resilience, financial stability, and adaptability. In contrast, American Express’s diversified, credit-exposed model resulted in higher operational costs and liquidity constraints during periods of market stress. This study emphasizes how agile strategies support stability, advancing research on financial agility and crisis management in the financial sector.</jats:p>",0,https://doi.org/10.33423/jaf.v25i2.7703,Crossref,Redes_de_Cartoes,"American Express, Mastercard",Coringa_Comparativo,comparative analysis,0.0
Ross et al. v. American Express et al.&amp;nbsp;&lt;span&gt;The Story Behind the Spread of Class Action-Barring&amp;nbsp;&lt;/span&gt;&lt;span&gt;Arbitration Clauses in Credit Card Agreements&lt;/span&gt;,,0,https://doi.org/10.2139/ssrn.4884886,Crossref,Redes_de_Cartoes,American Express,Arquitetura_Core_e_Ledger,,0.0
METHODOLOGY OF DISPUTING NON-REFUNDABLE PAYMENTS IN INTERNATIONAL PAYMENT SYSTEMS (IPS) VISA AND MASTERCARD,,0,https://doi.org/10.32743/unisoc.2025.124.9.20813,Crossref,Redes_de_Cartoes,Mastercard,Mensageria_Validacao_Ordenacao,,0.0
Can I connect Venmo to Apple Pay? Remove Card from Apple Pay,,0,https://doi.org/10.55277/researchhub.v0zva40q,Crossref,Carteiras_Digitais,"Venmo, Apple Pay",Coringa_Comparativo,,0.0
Unverified Apple Pay Usage. Verify Apple Pay Account,,0,https://doi.org/10.55277/researchhub.orj82hlk,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Are Apple Pay Refunds Instant? Chat with Apple Pay Support,,0,https://doi.org/10.55277/researchhub.7h9sx9sw,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Will Apple Pay refund me? Talk to Apple Pay Agent,,0,https://doi.org/10.55277/researchhub.m5vpfb1a,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Can an Apple Pay transfer be refunded? Contact Apple Pay Support,,0,https://doi.org/10.55277/researchhub.b8iikurt,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Can Apple pay refund if scammed? Find Apple Pay Support Number,,0,https://doi.org/10.55277/researchhub.47zntgfa,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Can someone fraudulently use your Apple Pay? Report Apple Pay Scam,,0,https://doi.org/10.55277/researchhub.7am44xrl,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How to get Apple Pay Wallet number? Report Apple Pay Problem,,0,https://doi.org/10.55277/researchhub.adk2v26c,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How much does Apple Pay charge to transfer $100? Dispute Apple Pay Transaction,,0,https://doi.org/10.55277/researchhub.zw2wskde,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
how to add money to apple pay Get Apple Pay Help Now,,0,https://doi.org/10.55277/researchhub.17q8c7qh,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do I report a problem with Apple Pay? Protect Apple Pay Payments,,0,https://doi.org/10.55277/researchhub.ndluzpz8,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
can you use apple pay on amazon Speak to Apple Pay Live Person,,0,https://doi.org/10.55277/researchhub.47xz6qoz,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
What happens if you don't verify your Apple Pay? Secure Apple Pay Wallet,,0,https://doi.org/10.55277/researchhub.cd1p2uqf,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do I contact Apple to refund my Apple Pay Wallet? Get Apple Pay Help Now,,0,https://doi.org/10.55277/researchhub.vfvsp3n6,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How can I put money on my Apple Pay? Report Apple Pay Problem,,0,https://doi.org/10.55277/researchhub.vgg69uys,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Can I get my money back using Apple Pay? Add Card to Apple Pay,,0,https://doi.org/10.55277/researchhub.9bufvg9b,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do I report a problem on Apple Pay? Fix Apple Pay Not Working,,0,https://doi.org/10.55277/researchhub.bp12a4fi,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do I reach Apple support for Apple Pay and Wallet issues? Talk to Apple Pay Agent,,0,https://doi.org/10.55277/researchhub.zlph4jnt,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do I remove an unverified card from Apple Pay? Dispute Apple Pay Transaction,,0,https://doi.org/10.55277/researchhub.jiw55g2w,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do you get your money back from Apple Pay? Call Apple Pay Customer Service,,0,https://doi.org/10.55277/researchhub.x36c6sb6,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Apple Pay verification code not sending to US phone number. Change Apple Pay Default Card,,0,https://doi.org/10.55277/researchhub.nwtab0ak,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do I add money to Apple Pay without a debit card? Fix Apple Pay Not Working,,0,https://doi.org/10.55277/researchhub.kwj7b414,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Does Apple have contact support? Verify Apple Pay Account,,0,https://doi.org/10.55277/researchhub.xn1ccb38,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Survey on Consumer Preference: Google Pay V/S Paytm in Ahmedabad City,,0,https://doi.org/10.2139/ssrn.4848042,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,survey,0.0
Are there issues with Apple Wallet? Add Card to Apple Pay,,0,https://doi.org/10.55277/researchhub.uxbrp25i,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
What is the number for Apple support? Report Apple Pay Scam,,0,https://doi.org/10.55277/researchhub.x2fj76pe,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Is there an Apple support helpline? Remove Card from Apple Pay,,0,https://doi.org/10.55277/researchhub.n4sklpxm,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do I update my Apple Wallet? Secure Apple Pay Wallet,,0,https://doi.org/10.55277/researchhub.c2bz433w,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How Mobile Payments Affect the Liability Structure of Commercial Banks: A Comparative Analysis of Alipay/WeChat Pay and Traditional Banks,"<jats:p>This paper studies how mobile payment platforms, specifically Alipay and WeChat Pay, transform the liability structure of commercial banks by changing the deposit behavior in China. This study draws on public statistics to discuss the characteristics of bank card transactions and mobile payments, and how deposits flow out of e-wallets and money market funds. Today, the vast majority of daily transactions, particularly those in urban areas, are conducted using mobile payments. Meanwhile, mobile payments also become more and more popular in countryside areas. The paper investigates how mobile wallets erode transactional and savings deposits, lead to less stable deposits, lower liquidity backstops of traditional commercial banks. The decline of net interest margins forces banks to switch the liability side of their balance sheet due to disintermediation. This paper also analyses the strategic and regulatory responses of banks and policymakers. As mobile payments erode the traditional deposit creation responsibilities of banks, banks need to implement adaptive strategies, such as enabling digital wallet, to ensure their financial stability and profitability.</jats:p>",0,https://doi.org/10.54254/2754-1169/2025.gl29074,Crossref,Carteiras_Digitais,Alipay,Coringa_Comparativo,comparative analysis,0.0
Survey on Consumer Preference: Google Pay V/S Paytm in Ahmedabad City,,0,https://doi.org/10.2139/ssrn.4848038,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,survey,0.0
Why is my Apple Wallet not connecting? Change Apple Pay Default Card,,0,https://doi.org/10.55277/researchhub.je3jxjzq,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Can someone steal my card info through Apple Pay? Connect Apple Wallet,,0,https://doi.org/10.55277/researchhub.spolzsg9,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do I call Apple Pay customer service? Update Apple Wallet App,,0,https://doi.org/10.55277/researchhub.nqetg7z7,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
 How do I report an Apple Pay scam? Update Apple Wallet App,,0,https://doi.org/10.55277/researchhub.p39y7i96,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Why am I randomly getting charged by Apple? Protect Apple Pay Payments,,0,https://doi.org/10.55277/researchhub.dh3s9ayk,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How to dispute Apple Cash transaction for scam Call Apple Pay Customer Service,,0,https://doi.org/10.55277/researchhub.g0u51d7x,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
Can I add a Visa gift card to Apple Pay? Reset Apple Wallet,,0,https://doi.org/10.55277/researchhub.jqx8ns4f,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How to fix Apple Wallet not working? Speak to Apple Pay Live Person,,0,https://doi.org/10.55277/researchhub.qdz0v1de,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do I reset my Apple Wallet app? Find Apple Pay Support Number,,0,https://doi.org/10.55277/researchhub.6u38zizr,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
What is the phone number for Apple Wallet support Chat with Apple Pay Support,,0,https://doi.org/10.55277/researchhub.zodz8ypu,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
How do I update my shipping contact on Apple Wallet? Contact Apple Pay Support,,0,https://doi.org/10.55277/researchhub.yhrnrkkt,Crossref,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
A STUDY OF CUSTOMER SATISFACTION TOWARDS GOOGLE PAY IN COIMBATORE CITY,,0,https://doi.org/10.55248/gengpi.6.0925.3550,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
A Comparative Study of PhonePe and Google Pay,"<jats:p>Abstract- The given research paper contains the results of the comparative analysis of two most popular digital payment systems in India PhonePe and Google Pay in terms of their features, user experience satisfaction, security attitudes, and usability. By analyzing the results of surveys conducted among 60 active users, the paper assesses such areas as the speed of making transactions, the convenience of interfaces, customer service, and reliability to gain insights into the matters affecting consumer choice and loyalty. The results indicate that, although both platforms present secure and stable payment options combined with the Unified Payments Interface (UPI), minor distinctions related to usability, a variety of features, and perceived security build different user experiences. The advantage of the PhonePe is slightly favored by the customers, but it can be explained by the broader range of offered financial services, but Google Pay has advantages of being perfectly integrated with the Google ecosystem and having a convenient design. The issues like the failure of some transactions sometimes and different perception of the security reveal the room of improvement. This study can offer useful findings to developers, policymakers and stakeholders who need to increase mobile payment acceptance and create more secure and user-friendly digital financial environments in India.

Keywords- PhonePe, Google Pay, digital payments, mobile wallets, user satisfaction, security, India, comparative study</jats:p>",0,https://doi.org/10.55041/ijsrem50498,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,"comparative analysis, survey",0.0
A Study On Customer Satisfaction With Google Pay Among Students In Bangalore,,0,https://doi.org/10.55248/gengpi.6.0325.11160,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
Regulation of Wechat Pay and Alipay Electronic Money Transactions in the Perspective of Indonesian State Sovereignty,"<jats:p>Along with the digital transformation, the banking sector has undergone rapid transformation. WeChat Pay and Alipay, which are leading digital wallets in China, have spread to Indonesia and collaborated with local banks. Although WeChat Pay and Alipay collaborate with local banks, the implementation of these transactions has not fully met the regulations of Indonesia's financial system. The research problem in this study is 1) What is the government's policy in issuing legal norms for regulating foreign digital money transaction cooperation within the jurisdiction of Indonesia? 2) How do WeChat Pay and Alipay assume legal responsibility for their operations in Indonesia related to financial sovereignty in Indonesia? This study aims to analyse the government's policy in issuing legal norms for regulating WeChat Pay and Alipay electronic money transaction cooperation and its impact on Indonesia's sovereignty. The researcher analysed laws, regulations, related policies, and literature studies by using normative juridical methods. The research findings indicate that relevant agencies need to supervise Indonesia's financial system regulations to prevent illegal financial transactions in Indonesia as they are not sufficiently prepared to anticipate the globalization of the financial system. This research recommends that the Indonesian government develop more comprehensive regulations to increase supervision of WeChat Pay and Alipay electronic money transactions to maintain Indonesia's sovereignty.</jats:p>",0,https://doi.org/10.47191/ijmra/v6-i5-01,Crossref,Carteiras_Digitais,Alipay,Coringa_Comparativo,,0.0
Survey on Consumer Preference: Google Pay V/S Paytm in Ahmedabad city,"<jats:p>Googlepay and paytm are major players of digital payments both are providing platform to customers having their daily transactions and much more. People of Ahmedabad at the age 11-26 using more digital payments, demographic factors play very important role</jats:p>",0,https://doi.org/10.59890/ijsss.v2i1.1375,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,survey,0.0
A Comparative Study of Customer Satisfaction Between Paytm and Google Pay in Urban Area,"<jats:p>Abstract -

The rapid shift to digital payment systems has transformed the financial landscape in India, particularly in urban areas with high rates of smartphone use and internet connectivity. This dissertation offers a comparison of user satisfaction between two major digital payment platforms—Paytm and Google Pay. The aim of the study is to evaluate and explore user experiences, preferences, and levels of satisfaction based on criteria such as usability, transaction speed, security, cashback rewards, interface design, and customer support. A structured questionnaire was circulated among urban users to collect quantitative data, and various statistical techniques were applied for analysis. The findings reveal significant disparities in user satisfaction regarding various service elements. While Google Pay is commended for its intuitive design and rapid transactions, Paytm is distinguished by its valuable features such as bill payment options and cashback promotions. The research emphasizes user-centric factors that influence satisfaction and proposes strategies to enhance customer engagement and loyalty for both platforms. This study contributes to the growing field of digital finance by offering insights into consumer behaviors and expectations within a competitive landscape of digital payment services.</jats:p>",0,https://doi.org/10.55041/isjem04143,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
The Venmo Effect: The Impact of Digital Payment Platforms on Consumer Willingness to Pay,,0,https://doi.org/10.1257/rct.6988-1.0,Crossref,Carteiras_Digitais,Venmo,Coringa_Comparativo,,0.0
Comparative Study of Customer Satisfaction on PhonePe and Google Pay,"<jats:p>The widespread use of digital wallets like PhonePe and Google Pay in India has significantly altered how people manage their finances. This research explores a comparison of customer satisfaction between these two leading mobile payment platforms. Through surveys, the study gathers user feedback on various aspects that significantly impact satisfaction. These aspects include the user interface’s ease of use and design, the efficiency and variety of transaction features, the strength of security measures, and the effectiveness of customer support. By analysing the data, the research will not only pinpoint areas where each platform excels but also highlight aspects that require improvement. This comparative approach offers valuable insights for both PhonePe and Google Pay. They can utilise this information to enhance the user experience by tailoring features and design to user preferences, and gain a competitive edge by identifying and capitalising on their strengths to attract a wider user base. Ultimately, the findings of this research contribute to the progress of the digital payment landscape in India by providing crucial data for improving customer satisfaction and driving further innovation within the mobile wallet industry.</jats:p>",0,https://doi.org/10.15410/aijm/2025/v14i2/173267,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,survey,0.0
Consumer Attitude towards Mobile Wallet Through on Google Pay,"<jats:p>In the digital world, most of the people are using upcoming technology mobile payment. It is cardless payment. It cans safe time and easily transaction the amount. We can transfer the amount whole the day 24*7 or 365 days. If we don’t have the amount in the original bank account. The amount can’t be transaction, it immediately banker send the message to Gpay user account.</jats:p>",0,https://doi.org/10.34293/commerce.v12i1.6704,Crossref,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
The Venmo Effect: The Impact of Digital Payment Platforms on Consumer Willingness to Pay,,0,https://doi.org/10.1257/rct.6988,Crossref,Carteiras_Digitais,Venmo,Arquitetura_Core_e_Ledger,,0.0
Factors influencing the acceptance of proximity mobile payment in Germany: The example of Apple Pay,"<jats:p xml:lang=""en"">This study is one of the first to analyse the factors driving the adoption of proximity mobile payments in Germany, with a specific focus on Apple Pay. It employs a mixed-methods approach based on 14 qualitative interviews with specialists from the financial service sector and a quantitative online survey with 617 participants. The aim is to better understand the factors enhancing and inhibiting the growth of proximity mobile payment solutions, and to generate insights regarding the characteristics of early adopters of Apple Pay in Germany. The authors investigated a range of factors from existing technology acceptance research as well as additional aspects concerning brand perception and sociodemographic factors to identify significant differences between users and non-users of Apple Pay. The most pronounced differences concerned personal willingness to innovate, followed by perceived concerns regarding the risk associated with mobile payments, the perception of Apple as a secure provider, the perceived trustworthiness of technology providers in general, social influences, gender, and the user’s desire to be perceived as tech-savvy. Additionally, the perceived benefits of mobile payments, reasons for non-usage, as well as further potential valueadded services to enhance future user experience were analysed and appropriate recommendations derived.</jats:p>",0,https://doi.org/10.69554/rqcr3740,Crossref,Carteiras_Digitais,Apple Pay,Mensageria_Validacao_Ordenacao,,0.0
A Compartive Study of the customer preference and satisfaction towards google pay and other Upi payments apps,,0,https://doi.org/10.56975/jaafr.v4i3.503938,Crossref,Carteiras_Digitais,Google Pay,Mensageria_Validacao_Ordenacao,,0.0
CUSTOMER SATISFACTION OF GOOGLE PAY UPI  PAYMENT APPS,"<jats:p>Digitization and Go cashless scheme has been extensively pushed by the Indian government to regularize and smoothen the cash transaction after demonetization. The demonetization consequences give extraordinary growth in digital payment such as E-banking, Mobile banking, Card transaction etc. Unified Payments Interface (UPI) is one of the fastest growing digital payment system through which a user can both send and receive money through a Virtual Payment Address (VPA). Uniqueness of UPI over other digital payment methods like 24*7 and 365 days availability, Easy and convenient to use and secure gateway attracts the customers of service sector. This research was mainly focused to study the customer perception (service sector) towards the awareness and adoption of UPI systems in Indore region. For this research primary data was collected through structured Questionnaire contains 5 point likert scale from service sector and secondary Data collected from Government Reports, Website etc. This research concludes with aspects of awareness and adoption of UPI through comparison between gender, age and occupational data of customers. The results of this study add to our knowledge about acceptation of UPI and its usefulness in cashless and immediate transactions that influence young male customers who belongs to service sectors. The research concluded that customer of service sector is more swing towards the adoption of UPI and there is significant difference found male and female customers towards the adoption and use of UPI.</jats:p>",0,https://doi.org/10.55041/ijsrem32242,Crossref,Carteiras_Digitais,Google Pay,Mensageria_Validacao_Ordenacao,,0.0
Enhancing Restaurant Payments with QR Code Integration for Appleand Google Pay,"<jats:p>QR codes, when incorporated with Apple Pay and Google Pay on the receipts of restaurants, transformed the food ordering business and increased the efficiency  of  the  payment  systems.  In  the  Go  programming  language,  restaurants  can  print  dynamic  QR  codes  on  receipts  through  ESC/POS  printer  commands for scan-and-pay transactions. This integration enhances the company's checkout process and makes transactions more secure via the Virtual Terminal Service (VTS) systems. The outcome was an effective change in customer behavior and a considerable trend toward the usage of mobile payments. This  article  will  discuss  how  the  system's  technical  work  has  been  done,  the  security  and  convenience  of  the  payment  system  for  end  users,  and  how  current and future applications, such as loyalty programs, can be served. Thus, implementing this technology is a success, which shows the critical role that contactless payments are taking in current restaurants and the role that the integration of QR codes plays in enhancing the customers' experience.</jats:p>",0,https://doi.org/10.47363/jaicc/2022(1)e166,Crossref,Carteiras_Digitais,"Apple Pay, Google Pay",Mensageria_Validacao_Ordenacao,,0.0
Determinants of Customer Satisfaction in UPI-Based Digital Payments: A Study of Google Pay Users in India,"<jats:p>Abstract

This study examines customer satisfaction towards Google Pay, a leading UPI-based digital payment platform in India. The research focuses on analysing user perceptions, satisfaction levels, and key factors influencing the adoption and continued use of the application. A quantitative research approach was adopted, and primary data was collected through a structured questionnaire from 100 respondents. The study evaluates important determinants such as ease of use, transaction speed, security, service quality, and customer support. The findings indicate that a majority of users are satisfied with Google Pay due to its user-friendly interface, convenience, and secure transaction system. However, issues such as transaction failures, network problems, and delays in customer support still affect overall user experience. The study concludes by suggesting improvements in technical reliability and customer service to enhance user satisfaction and long-term usage.

Keywords: Customer Satisfaction, Google Pay, UPI, Digital Payments, Fintech, User Experience, Service Quality, India</jats:p>",0,https://doi.org/10.55041/ijsrem58497,Crossref,Carteiras_Digitais,Google Pay,Mensageria_Validacao_Ordenacao,,0.0
