Título,Resumo,Ano,Link,Fonte,Citações,DOI,Categoria_Ancora,Ancoras_Mencionadas,Categoria_Tecnica,Termos_Tecnicos,Score_Elite
Survey on Consumer Preference: Google Pay V/S Paytm in Ahmedabad City,,0,https://doi.org/10.2139/ssrn.4848042,Crossref,0,10.2139/ssrn.4848042,Carteiras_Digitais,Google Pay,Coringa_Comparativo,survey,0.0
How Mobile Payments Affect the Liability Structure of Commercial Banks: A Comparative Analysis of Alipay/WeChat Pay and Traditional Banks,"<jats:p>This paper studies how mobile payment platforms, specifically Alipay and WeChat Pay, transform the liability structure of commercial banks by changing the deposit behavior in China. This study draws on public statistics to discuss the characteristics of bank card transactions and mobile payments, and how deposits flow out of e-wallets and money market funds. Today, the vast majority of daily transactions, particularly those in urban areas, are conducted using mobile payments. Meanwhile, mobile payments also become more and more popular in countryside areas. The paper investigates how mobile wallets erode transactional and savings deposits, lead to less stable deposits, lower liquidity backstops of traditional commercial banks. The decline of net interest margins forces banks to switch the liability side of their balance sheet due to disintermediation. This paper also analyses the strategic and regulatory responses of banks and policymakers. As mobile payments erode the traditional deposit creation responsibilities of banks, banks need to implement adaptive strategies, such as enabling digital wallet, to ensure their financial stability and profitability.</jats:p>",0,https://doi.org/10.54254/2754-1169/2025.gl29074,Crossref,0,10.54254/2754-1169/2025.gl29074,Carteiras_Digitais,Alipay,Coringa_Comparativo,comparative analysis,0.0
Survey on Consumer Preference: Google Pay V/S Paytm in Ahmedabad City,,0,https://doi.org/10.2139/ssrn.4848038,Crossref,0,10.2139/ssrn.4848038,Carteiras_Digitais,Google Pay,Coringa_Comparativo,survey,0.0
A Comparative Study on Customer Adoption and Satisfaction towards the PhonePe and Google Pay among Higher Education Students in Sagar City,,2026,https://doi.org/10.21275/sr26122213816,Crossref,0,10.21275/sr26122213816,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
A Case Study on South Korean Mobile Payment Applications: Samsung Pay vs Kakao Pay,"<jats:p>This study describes users’ perceptions regarding Samsung Pay (n=25) and Kakao Pay (n=25), the two popular mobile payment applications in South Korea. The survey included fifteen questions; eleven questions were about general uses and perceptions about mobile payments and the final four questions specifically branched between the payment systems. Overall, South Korean users have a very high usage of mobile payments on a regular basis. Subsequently, mobile payment applications in South Korea have been well developed in terms of both services and securities. This leads to a high satisfaction level of South Korean users regarding Samsung Pay and Kakao Pay.</jats:p>",2022,https://doi.org/10.33526/ejks.20222102.83,Crossref,0,10.33526/ejks.20222102.83,Carteiras_Digitais,Samsung Pay,Coringa_Comparativo,survey,0.0
A STUDY OF CUSTOMER SATISFACTION TOWARDS GOOGLE PAY IN COIMBATORE CITY,,0,https://doi.org/10.55248/gengpi.6.0925.3550,Crossref,0,10.55248/gengpi.6.0925.3550,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
A Comparative Study of PhonePe and Google Pay,"<jats:p>Abstract- The given research paper contains the results of the comparative analysis of two most popular digital payment systems in India PhonePe and Google Pay in terms of their features, user experience satisfaction, security attitudes, and usability. By analyzing the results of surveys conducted among 60 active users, the paper assesses such areas as the speed of making transactions, the convenience of interfaces, customer service, and reliability to gain insights into the matters affecting consumer choice and loyalty. The results indicate that, although both platforms present secure and stable payment options combined with the Unified Payments Interface (UPI), minor distinctions related to usability, a variety of features, and perceived security build different user experiences. The advantage of the PhonePe is slightly favored by the customers, but it can be explained by the broader range of offered financial services, but Google Pay has advantages of being perfectly integrated with the Google ecosystem and having a convenient design. The issues like the failure of some transactions sometimes and different perception of the security reveal the room of improvement. This study can offer useful findings to developers, policymakers and stakeholders who need to increase mobile payment acceptance and create more secure and user-friendly digital financial environments in India.

Keywords- PhonePe, Google Pay, digital payments, mobile wallets, user satisfaction, security, India, comparative study</jats:p>",0,https://doi.org/10.55041/ijsrem50498,Crossref,0,10.55041/ijsrem50498,Carteiras_Digitais,Google Pay,Coringa_Comparativo,"survey, comparative analysis",0.0
A Study On Customer Satisfaction With Google Pay Among Students In Bangalore,,0,https://doi.org/10.55248/gengpi.6.0325.11160,Crossref,0,10.55248/gengpi.6.0325.11160,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
Regulation of Wechat Pay and Alipay Electronic Money Transactions in the Perspective of Indonesian State Sovereignty,"<jats:p>Along with the digital transformation, the banking sector has undergone rapid transformation. WeChat Pay and Alipay, which are leading digital wallets in China, have spread to Indonesia and collaborated with local banks. Although WeChat Pay and Alipay collaborate with local banks, the implementation of these transactions has not fully met the regulations of Indonesia's financial system. The research problem in this study is 1) What is the government's policy in issuing legal norms for regulating foreign digital money transaction cooperation within the jurisdiction of Indonesia? 2) How do WeChat Pay and Alipay assume legal responsibility for their operations in Indonesia related to financial sovereignty in Indonesia? This study aims to analyse the government's policy in issuing legal norms for regulating WeChat Pay and Alipay electronic money transaction cooperation and its impact on Indonesia's sovereignty. The researcher analysed laws, regulations, related policies, and literature studies by using normative juridical methods. The research findings indicate that relevant agencies need to supervise Indonesia's financial system regulations to prevent illegal financial transactions in Indonesia as they are not sufficiently prepared to anticipate the globalization of the financial system. This research recommends that the Indonesian government develop more comprehensive regulations to increase supervision of WeChat Pay and Alipay electronic money transactions to maintain Indonesia's sovereignty.</jats:p>",0,https://doi.org/10.47191/ijmra/v6-i5-01,Crossref,0,10.47191/ijmra/v6-i5-01,Carteiras_Digitais,Alipay,Coringa_Comparativo,,0.0
Google Pay integriert Promos von Händlern,,2021,https://doi.org/10.51202/0947-7527-2021-19-049-2,Crossref,0,10.51202/0947-7527-2021-19-049-2,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
Survey on Consumer Preference: Google Pay V/S Paytm in Ahmedabad city,"<jats:p>Googlepay and paytm are major players of digital payments both are providing platform to customers having their daily transactions and much more. People of Ahmedabad at the age 11-26 using more digital payments, demographic factors play very important role</jats:p>",0,https://doi.org/10.59890/ijsss.v2i1.1375,Crossref,0,10.59890/ijsss.v2i1.1375,Carteiras_Digitais,Google Pay,Coringa_Comparativo,survey,0.0
A Comparative Study of Customer Satisfaction Between Paytm and Google Pay in Urban Area,"<jats:p>Abstract -

The rapid shift to digital payment systems has transformed the financial landscape in India, particularly in urban areas with high rates of smartphone use and internet connectivity. This dissertation offers a comparison of user satisfaction between two major digital payment platforms—Paytm and Google Pay. The aim of the study is to evaluate and explore user experiences, preferences, and levels of satisfaction based on criteria such as usability, transaction speed, security, cashback rewards, interface design, and customer support. A structured questionnaire was circulated among urban users to collect quantitative data, and various statistical techniques were applied for analysis. The findings reveal significant disparities in user satisfaction regarding various service elements. While Google Pay is commended for its intuitive design and rapid transactions, Paytm is distinguished by its valuable features such as bill payment options and cashback promotions. The research emphasizes user-centric factors that influence satisfaction and proposes strategies to enhance customer engagement and loyalty for both platforms. This study contributes to the growing field of digital finance by offering insights into consumer behaviors and expectations within a competitive landscape of digital payment services.</jats:p>",0,https://doi.org/10.55041/isjem04143,Crossref,0,10.55041/isjem04143,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
Comparative Study of Customer Satisfaction on PhonePe and Google Pay,"<jats:p>The widespread use of digital wallets like PhonePe and Google Pay in India has significantly altered how people manage their finances. This research explores a comparison of customer satisfaction between these two leading mobile payment platforms. Through surveys, the study gathers user feedback on various aspects that significantly impact satisfaction. These aspects include the user interface’s ease of use and design, the efficiency and variety of transaction features, the strength of security measures, and the effectiveness of customer support. By analysing the data, the research will not only pinpoint areas where each platform excels but also highlight aspects that require improvement. This comparative approach offers valuable insights for both PhonePe and Google Pay. They can utilise this information to enhance the user experience by tailoring features and design to user preferences, and gain a competitive edge by identifying and capitalising on their strengths to attract a wider user base. Ultimately, the findings of this research contribute to the progress of the digital payment landscape in India by providing crucial data for improving customer satisfaction and driving further innovation within the mobile wallet industry.</jats:p>",0,https://doi.org/10.15410/aijm/2025/v14i2/173267,Crossref,0,10.15410/aijm/2025/v14i2/173267,Carteiras_Digitais,Google Pay,Coringa_Comparativo,survey,0.0
Consumer Attitude towards Mobile Wallet Through on Google Pay,"<jats:p>In the digital world, most of the people are using upcoming technology mobile payment. It is cardless payment. It cans safe time and easily transaction the amount. We can transfer the amount whole the day 24*7 or 365 days. If we don’t have the amount in the original bank account. The amount can’t be transaction, it immediately banker send the message to Gpay user account.</jats:p>",0,https://doi.org/10.34293/commerce.v12i1.6704,Crossref,0,10.34293/commerce.v12i1.6704,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
dm nimmt Apple Pay in seinen Mobile-Shop,,2021,https://doi.org/10.51202/0947-7527-2021-32-033-4,Crossref,0,10.51202/0947-7527-2021-32-033-4,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
A Case Study on the usage of Google Pay by customers under Dimapur City of Nagaland,,0,https://doi.org/10.2139/ssrn.4932715,Crossref,0,10.2139/ssrn.4932715,Carteiras_Digitais,Google Pay,Coringa_Comparativo,,0.0
"A STUDY ON COMPARATIVE ANALYSIS OF DIGITAL PAYMENT PLATFORMS: EVALUATING THE IMPACT OF GOOGLE PAY AND COMPETING FINTECH INNOVATIONS IN BANGALORE, KARNATAKA, INDIA","<jats:p>The widespread adoption of digital payment platforms has revolutionized financial transactions by enhancing convenience, security, and efficiency. This study provides a comparative analysis of Google Pay and other fintech solutions in Bangalore, Karnataka, India, focusing on user demographics, platform preferences, satisfaction levels, challenges, and future expectations. Data were collected from 500 respondents using a structured questionnaire, followed by advanced statistical analyses, including Chi-Square tests, ANOVA, and correlation analysis. The results indicate that demographic factors have no significant impact on platform preference. Instead, transaction success rates, security, and customer support are the primary determinants of user satisfaction. The study also identifies key challenges, such as technical issues and security concerns, and proposes enhancements for future fintech innovations. These insights contribute to a deeper understanding of digital payment adoption and user behavior, offering valuable guidance to policymakers and fintech developers in improving financial technology solutions.</jats:p>",2025,https://doi.org/10.38193/ijrcms.2025.7210,Crossref,0,10.38193/ijrcms.2025.7210,Carteiras_Digitais,Google Pay,Coringa_Comparativo,comparative analysis,0.0
Candid program enables Apple Pay for certified nonprofits,"<jats:p>In a bid to make it easier for nonprofits to accept donations on Giving Tuesday and beyond, Candid has partnered with Apple to enable donors to use Apple Pay to donate directly to a charity.</jats:p>",2023,https://doi.org/10.1002/nba.31367,Crossref,0,10.1002/nba.31367,Carteiras_Digitais,Apple Pay,Coringa_Comparativo,,0.0
A Compartive Study of the customer preference and satisfaction towards google pay and other Upi payments apps,,0,https://doi.org/10.56975/jaafr.v4i3.503938,Crossref,0,10.56975/jaafr.v4i3.503938,Carteiras_Digitais,Google Pay,Mensageria_Validacao_Ordenacao,,0.0
CUSTOMER SATISFACTION OF GOOGLE PAY UPI  PAYMENT APPS,"<jats:p>Digitization and Go cashless scheme has been extensively pushed by the Indian government to regularize and smoothen the cash transaction after demonetization. The demonetization consequences give extraordinary growth in digital payment such as E-banking, Mobile banking, Card transaction etc. Unified Payments Interface (UPI) is one of the fastest growing digital payment system through which a user can both send and receive money through a Virtual Payment Address (VPA). Uniqueness of UPI over other digital payment methods like 24*7 and 365 days availability, Easy and convenient to use and secure gateway attracts the customers of service sector. This research was mainly focused to study the customer perception (service sector) towards the awareness and adoption of UPI systems in Indore region. For this research primary data was collected through structured Questionnaire contains 5 point likert scale from service sector and secondary Data collected from Government Reports, Website etc. This research concludes with aspects of awareness and adoption of UPI through comparison between gender, age and occupational data of customers. The results of this study add to our knowledge about acceptation of UPI and its usefulness in cashless and immediate transactions that influence young male customers who belongs to service sectors. The research concluded that customer of service sector is more swing towards the adoption of UPI and there is significant difference found male and female customers towards the adoption and use of UPI.</jats:p>",0,https://doi.org/10.55041/ijsrem32242,Crossref,0,10.55041/ijsrem32242,Carteiras_Digitais,Google Pay,Mensageria_Validacao_Ordenacao,,0.0
A study of consumer satisfaction on Google Pay UPI payment APP,,2024,https://doi.org/10.22271/allresearch.2024.v10.i12c.12229,Crossref,0,10.22271/allresearch.2024.v10.i12c.12229,Carteiras_Digitais,Google Pay,Mensageria_Validacao_Ordenacao,,0.0
Digital Payment Systems in Urban Media Landscapes: The Evolutionand Impact of Apple Pay on Urban Life and Consumer Behavior,,2024,https://doi.org/10.17265/2160-6579/2024.06.001,Crossref,0,10.17265/2160-6579/2024.06.001,Carteiras_Digitais,Apple Pay,Mensageria_Validacao_Ordenacao,,0.0
Determinants of Customer Satisfaction in UPI-Based Digital Payments: A Study of Google Pay Users in India,"<jats:p>Abstract

This study examines customer satisfaction towards Google Pay, a leading UPI-based digital payment platform in India. The research focuses on analysing user perceptions, satisfaction levels, and key factors influencing the adoption and continued use of the application. A quantitative research approach was adopted, and primary data was collected through a structured questionnaire from 100 respondents. The study evaluates important determinants such as ease of use, transaction speed, security, service quality, and customer support. The findings indicate that a majority of users are satisfied with Google Pay due to its user-friendly interface, convenience, and secure transaction system. However, issues such as transaction failures, network problems, and delays in customer support still affect overall user experience. The study concludes by suggesting improvements in technical reliability and customer service to enhance user satisfaction and long-term usage.

Keywords: Customer Satisfaction, Google Pay, UPI, Digital Payments, Fintech, User Experience, Service Quality, India</jats:p>",0,https://doi.org/10.55041/ijsrem58497,Crossref,0,10.55041/ijsrem58497,Carteiras_Digitais,Google Pay,Mensageria_Validacao_Ordenacao,,0.0
A Study on Exploring Digital Payments in Fin Tech with the Reference of Google Pay Users,"<jats:p>The financial technology (Fintech) industry has changed the way people make payments, with digital payment apps becoming a regular part of daily life. Among these, Google Pay stands out as one of the most popular platforms because it offers fast, secure, and easy transactions. This study explores how people use Google Pay, why it has become so widely adopted, and what challenges users face. It looks at how digital payments are reshaping how people handle money and how they help build trust in online transactions. The research highlights the main reasons behind Google Pay’s popularity—such as its simple user interface, strong security features, and the way it makes financial services more accessible to everyone, including those who previously had limited access to banking. At the same time, it also points out common issues like poor internet connectivity, risks of online fraud, and technical problems that users may experience. Additionally, the study shows how ongoing fintech innovations continue to improve user experience and make digital transactions even more efficient and user-friendly. By focusing on Google Pay users, this research gives useful insights into how digital payments are evolving in India and what the future of financial technology might look like in a fast-moving, cashless economy.


Keywords: Fintech, digital payments, Google Pay, user behavior, transaction security, ease of use, financial accessibility, online transactions, fraud risks, network connectivity, technical issues, digital economy, cashless society, financial technology, user experience, India, payment apps, financial inclusion, mobile payments, fintech innovation.</jats:p>",0,https://doi.org/10.55041/ijsrem44438,Crossref,0,10.55041/ijsrem44438,Carteiras_Digitais,Google Pay,Mensageria_Validacao_Ordenacao,,0.0
A Study on Customer Satisfaction towards Google Pay Service at Thuckalay,"<jats:p>Google pay is a digital payment platform developed by Google. It allows user to make online and in – person payments, as well as peer-to peer transfers. It’s a convenient and secure way to pay for goods and services using your smart phone or other compatible devices. Google pay was the company first mobile payment system developed for Android device. It was introduced an 19th September 2011. In 2015, it was renamed android pay. In 2018 Google announced that Google wallet would join the other payment offerings under the Google pay branding. Google wallet was then renamed Google pay sends. Google pay was created by a team of engineers and developers at Google. They designed and developed the app to provide users with a seamless and secure payment experience. Google pay is a mobile payment app that lets you link your bank account or cards to make payments easily. You can use it to pay at stores, online or even send money to friends and family. Plus, it offers features like rewards and cash back. It’s a handy tool for quick and secure transactions. Google pay was first permitted to be used in the United States. It later expanded to other countries, including India, where it’s now widely used. India and the United States ate two countries where Google pay has gained significant popularity and has a high usage rate.</jats:p>",0,https://doi.org/10.70333/ijeks-03-12-019,Crossref,0,10.70333/ijeks-03-12-019,Carteiras_Digitais,Google Pay,Mensageria_Validacao_Ordenacao,,0.0
The Impact of User Experience and Use of Mobile Payment Services in China on the Domestic Mobile Payment Market: Focusing on Alipay and WeChat Pay,,2023,https://doi.org/10.35183/ajbc.2023.11.15.3.28,Crossref,0,10.35183/ajbc.2023.11.15.3.28,Carteiras_Digitais,Alipay,Mensageria_Validacao_Ordenacao,,0.0
Banking 2.0: The Stablecoin Banking Revolution -- How Digital Assets Are Reshaping Global Finance,"The global financial system stands at an inflection point. Stablecoins represent the most significant evolution in banking since the abandonment of the gold standard, positioned to enable ""Banking 2.0"" by seamlessly integrating cryptocurrency innovation with traditional finance infrastructure. This transformation rivals artificial intelligence as the next major disruptor in the financial sector. Modern fiat currencies derive value entirely from institutional trust rather than physical backing, creating vulnerabilities that stablecoins address through enhanced stability, reduced fraud risk, and unified global transactions that transcend national boundaries. Recent developments demonstrate accelerating institutional adoption: landmark U.S. legislation including the GENIUS Act of 2025, strategic industry pivots from major players like JPMorgan's crypto-backed loan initiatives, and PayPal's comprehensive ""Pay with Crypto"" service. Widespread stablecoin implementation addresses critical macroeconomic imbalances, particularly the inflation-productivity gap plaguing modern monetary systems, through more robust and diversified backing mechanisms. Furthermore, stablecoins facilitate deregulation and efficiency gains, paving the way for a more interconnected international financial system. This whitepaper comprehensively explores how stablecoins are poised to reshape banking, supported by real-world examples, current market data, and analysis of their transformative potential.",2025,http://arxiv.org/abs/2508.11395v1,ArXiv,0,,Carteiras_Digitais,Paypal,Governanca_e_Ciclo_de_Vida,institutional trust,0.0
Federated Learning for Open Banking,"Open banking enables individual customers to own their banking data, which provides fundamental support for the boosting of a new ecosystem of data marketplaces and financial services. In the near future, it is foreseeable to have decentralized data ownership in the finance sector using federated learning. This is a just-in-time technology that can learn intelligent models in a decentralized training manner. The most attractive aspect of federated learning is its ability to decompose model training into a centralized server and distributed nodes without collecting private data. This kind of decomposed learning framework has great potential to protect users' privacy and sensitive data. Therefore, federated learning combines naturally with an open banking data marketplaces. This chapter will discuss the possible challenges for applying federated learning in the context of open banking, and the corresponding solutions have been explored as well.",2021,http://arxiv.org/abs/2108.10749v1,ArXiv,0,,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,framework,0.0
Predicting and Explaining Customer Data Sharing in the Open Banking,"The emergence of Open Banking represents a significant shift in financial data management, influencing financial institutions' market dynamics and marketing strategies. This increased competition creates opportunities and challenges, as institutions manage data inflow to improve products and services while mitigating data outflow that could aid competitors. This study introduces a framework to predict customers' propensity to share data via Open Banking and interprets this behavior through Explanatory Model Analysis (EMA). Using data from a large Brazilian financial institution with approximately 3.2 million customers, a hybrid data balancing strategy incorporating ADASYN and NEARMISS techniques was employed to address the infrequency of data sharing and enhance the training of XGBoost models. These models accurately predicted customer data sharing, achieving 91.39% accuracy for inflow and 91.53% for outflow. The EMA phase combined the Shapley Additive Explanations (SHAP) method with the Classification and Regression Tree (CART) technique, revealing the most influential features on customer decisions. Key features included the number of transactions and purchases in mobile channels, interactions within these channels, and credit-related features, particularly credit card usage across the national banking system. These results highlight the critical role of mobile engagement and credit in driving customer data-sharing behaviors, providing financial institutions with strategic insights to enhance competitiveness and innovation in the Open Banking environment.",2025,http://arxiv.org/abs/2507.01987v1,ArXiv,0,,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,framework,0.0
Specialized text classification: an approach to classifying Open Banking transactions,"With the introduction of the PSD2 regulation in the EU which established the Open Banking framework, a new window of opportunities has opened for banks and fintechs to explore and enrich Bank transaction descriptions with the aim of building a better understanding of customer behavior, while using this understanding to prevent fraud, reduce risks and offer more competitive and tailored services.
  And although the usage of natural language processing models and techniques has seen an incredible progress in various applications and domains over the past few years, custom applications based on domain-specific text corpus remain unaddressed especially in the banking sector.
  In this paper, we introduce a language-based Open Banking transaction classification system with a focus on the french market and french language text. The system encompasses data collection, labeling, preprocessing, modeling, and evaluation stages. Unlike previous studies that focus on general classification approaches, this system is specifically tailored to address the challenges posed by training a language model with a specialized text corpus (Banking data in the French context). By incorporating language-specific techniques and domain knowledge, the proposed system demonstrates enhanced performance and efficiency compared to generic approaches.",2025,http://arxiv.org/abs/2504.12319v1,ArXiv,0,,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,framework,0.0
SecureBank: A Financially-Aware Zero Trust Architecture for High-Assurance Banking Systems,"Financial institutions increasingly rely on distributed architectures, open banking APIs, cloud native infrastructures, and high frequency digital transactions. These transformations expand the attack surface and expose limitations in traditional perimeter based security models. While Zero Trust architectures provide essential security principles, most existing frameworks do not explicitly incorporate transactional semantics, financial risk modeling, adaptive identity trust, or automation weighted by economic impact.
  This paper introduces SecureBank, a financially aware and context adaptive Zero Trust architecture designed specifically for high assurance banking systems. The proposed framework integrates Financial Zero Trust, Adaptive Identity Scoring, Contextual Micro Segmentation, and Impact Driven Security Automation. A Monte Carlo simulation evaluates SecureBank against a representative rule based baseline architecture using metrics such as the Transactional Integrity Index (TII), Identity Trust Adaptation Level (ITAL), and Security Automation Efficiency (SAE).
  The results demonstrate that SecureBank significantly improves automated attack handling and accelerates identity trust adaptation while preserving conservative and regulator aligned levels of transactional integrity. Beyond experimental validation, SecureBank is intended to serve as a reference architecture and evaluation baseline for financially aware Zero Trust systems in regulated financial environments.",2025,http://arxiv.org/abs/2512.23124v1,ArXiv,0,,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,"architecture, framework",0.0
Potential Customer Lifetime Value in Financial Institutions: The Usage Of Open Banking Data to Improve CLV Estimation,"Financial institutions increasingly adopt customer-centric strategies to enhance profitability and build long-term relationships. While Customer Lifetime Value (CLV) is a core metric, its calculations often rely solely on single-entity data, missing insights from customer activities across multiple firms. This study introduces the Potential Customer Lifetime Value (PCLV) framework, leveraging Open Banking (OB) data to estimate customer value comprehensively. We predict retention probability and estimate Potential Contribution Margins (PCM) from competitor data, enabling PCLV calculation. Results show that OB data can be used to estimate PCLV per competitor, indicating a potential upside of 21.06% over the Actual CLV. PCLV offers a strategic tool for managers to strengthen competitiveness by leveraging OB data and boost profitability by driving marketing efforts at the individual customer level to increase the Actual CLV.",2025,http://arxiv.org/abs/2506.22711v1,ArXiv,0,,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,framework,0.0
Hierarchical Fallback Architecture for High Risk Online Machine Learning Inference,"Open Banking powered machine learning applications require novel robustness approaches to deal with challenging stress and failure scenarios. In this paper we propose an hierarchical fallback architecture for improving robustness in high risk machine learning applications with a focus in the financial domain. We define generic failure scenarios often found in online inference that depend on external data providers and we describe in detail how to apply the hierarchical fallback architecture to address them. Finally, we offer a real world example of its applicability in the industry for near-real time transactional fraud risk evaluation using Open Banking data and under extreme stress scenarios.",2025,http://arxiv.org/abs/2501.17834v1,ArXiv,0,,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,architecture,0.0
A new framework for global data regulation,"Under the current regulatory framework for data protections, the protection of human rights writ large and the corresponding outcomes are regulated largely independently from the data and tools that both threaten those rights and are needed to protect them. This separation between tools and the outcomes they generate risks overregulation of the data and tools themselves when not linked to sensitive use cases. In parallel, separation risks under-regulation if the data can be collected and processed under a less-restrictive framework, but used to drive an outcome that requires additional sensitivity and restrictions. A new approach is needed to support differential protections based on the genuinely high-risk use cases within each sector. Here, we propose a regulatory framework designed to apply not to specific data or tools themselves, but to the outcomes and rights that are linked to the use of these data and tools in context. This framework is designed to recognize, address, and protect a broad range of human rights, including privacy, and suggests a more flexible approach to policy making that is aligned with current engineering tools and practices. We test this framework in the context of open banking and describe how current privacy-enhancing technologies and other engineering strategies can be applied in this context and that of contract tracing applications. This approach for data protection regulations more effectively builds on existing engineering tools and protects the wide range of human rights defined by legislation and constitutions around the globe.",2023,http://arxiv.org/abs/2308.12955v1,ArXiv,0,,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,framework,0.0
Digital financial services and open banking innovation: are banks becoming invisible?,"Digitalization in many economic sectors drove the financial system to adapt to new paradigms of technological transformation. Moreover, the extant regulatory framework forced the financial system to reconsider its business models and its relationship with the market. Such reasons generated also in the banking sector a new model of competition within the ecosystem never seen before in this sector. The new ecosystem of banks and financial institutions lacks a common framework that not only synthesizes the development lines of open innovation in the banking sector, but also regarding the planification of strategic choices and organisation within the new ecosystems. The present study aims to inquire the strategic positioning of European banks toward their digital transformation strategies, by analysing the decision-making processes that occurred between 2015 and 2019. A qualitative analysis on partnerships and the adoption of Application Programming Interfaces (APIs) development in support of new service models was carried out. Results have relevant policy implications for regulators, linked to the business evolution and the risks of outsourcing, and managerial implications for the followers, specifically on the plan of service integration to diversify and boost their activities in the segment of customer relationship management and care, providing a better user experience.",2022,http://arxiv.org/abs/2210.01109v2,ArXiv,0,,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,framework,0.0
Data Traceability for Privacy Alignment,"This paper offers a new privacy approach for the growing ecosystem of services -- ranging from open banking to healthcare -- dependent on sensitive personal data sharing between individuals and third parties. While these services offer significant benefits, individuals want control over their data, transparency regarding how their data is used, and accountability from third parties for misuse. However, existing legal and technical mechanisms are inadequate for supporting these needs. A comprehensive approach to the modern privacy challenges of accountable third-party data sharing requires a closer alignment of technical system architecture and legal institutional design. In order to achieve this privacy alignment, we extend traditional security threat modeling and analysis to encompass a broader range of privacy notions than has been typically considered. In particular, we introduce the concept of covert-accountability, which addresses the risk from adversaries that may act dishonestly but nevertheless face potential identification and legal consequences. As a concrete instance of this design approach, we present the OTrace protocol, designed to provide traceable, accountable, consumer-control in third-party data sharing ecosystems. OTrace empowers consumers with the knowledge of who has their data, what it is being used for, what consent or other legal terms apply, and whom it is being shared with. By applying our alignment framework, we demonstrate that OTrace's technical affordances can provide more confident, scalable regulatory oversight when combined with complementary legal mechanisms.",2025,http://arxiv.org/abs/2503.09823v2,ArXiv,0,,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,"architecture, framework",0.0
Open Banking and Working Capital Efficiency: Evidence from API Adoption,"<jats:p>This study aims to examine the effect of Open Banking adoption through Application Programming Interfaces (APIs) on corporate working capital efficiency in Indonesia. Employing a quantitative explanatory approach, the research involved 90 respondents consisting of finance managers, accounting staff, and fintech decision-makers across multiple industrial sectors. Data were collected via an online survey using a five-point Likert scale and analyzed using Partial Least Squares–Structural Equation Modeling (PLS-SEM). The findings reveal that API-based Open Banking adoption has a significant positive effect on working capital efficiency (β=0.482; p</jats:p>",0,https://doi.org/10.37034/infeb.v7i4.1300,Crossref,0,10.37034/infeb.v7i4.1300,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,survey,0.0
Increasing Bank Revenues through Open Banking and API-Based Services: Prospects for Uzbekistan,,2026,https://doi.org/10.54216/jsdgt.060101,Crossref,0,10.54216/jsdgt.060101,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,,0.0
Cyber Risk Management of API-Enabled Financial Crime in Open Banking Services,"<jats:p>Open banking reshapes the financial sector by enabling regulated third-party providers to access bank data through APIs, fostering innovation but amplifying operational and financial-crime risks due to increased ecosystem interdependence. To address these challenges, this study proposes an integrated risk-management framework combining System Dynamics, Agent-Based Modelling, and Monte Carlo simulation. This hybrid approach captures feedback effects, heterogeneous agent behaviour, and loss uncertainty within a simulated PSD2-style environment. Simulation experiments, particularly those modelling credential-stuffing waves, demonstrate that stricter onboarding thresholds, tighter API rate limits, and enhanced anomaly detection reduce operational tail losses by approximately 20–30% relative to baseline scenarios. Beyond these specific findings, the proposed framework exhibits significant universality; its modular design facilitates adaptation to broader contexts, including cross-border regulatory variations or emerging BigTech interactions. Ultimately, this multi-method approach translates complex open-banking dynamics into actionable risk metrics, providing a robust basis for targeted resource allocation and supervisory stress testing in evolving financial ecosystems.</jats:p>",0,https://doi.org/10.3390/e28020163,Crossref,0,10.3390/e28020163,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,framework,0.0
Balancing Innovation and Security: Data Privacy Challenges in Open Banking and API-Driven Financial Services,,0,https://doi.org/10.58257/ijprems39180,Crossref,0,10.58257/ijprems39180,Open_Banking_e_Conectividade,Open Banking,Coringa_Comparativo,,0.0
